fish_id,group,dpf,session_minutes,n_scored_events,n_abnormal_events,n_severe_events,n_whirlpool_events,n_convulsion_events,event_seconds,manual_pts_stage_observed,dlc_mean_speed_mm_s,dlc_max_speed_mm_s,dlc_mean_tail_bend_deg,dlc_max_tail_bend_deg,dlc_mean_keypoint_likelihood,dlc_tracking_qc_pass,dlc_abnormal_event_rate_per_min,dlc_severe_event_rate_per_min,dlc_whirlpool_rate_per_min,dlc_convulsion_rate_per_min,dlc_rest_fraction,dlc_behavior_abnormality_index
LZTBI-0065,sham,4,5.0,1.0,0.0,0.0,0.0,0.0,0.669,0.0,11.93,30.64,35.99,72.55,0.9518,True,0.0,0.0,0.0,0.0,0.99777,0.0
LZTBI-0065,sham,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0065,sham,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0066,tbi_high,4,5.0,1.0,1.0,0.0,0.0,0.0,1.55,1.0,25.68,40.69,29.43,63.78,0.9787,True,0.2,0.0,0.0,0.0,0.9948333333333333,0.166667
LZTBI-0066,tbi_high,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0066,tbi_high,6,5.0,1.0,0.0,0.0,0.0,0.0,0.425,0.0,2.87,7.0,18.39,29.93,0.9523,True,0.0,0.0,0.0,0.0,0.9985833333333334,0.0
LZTBI-0067,tbi_moderate,4,5.0,4.0,1.0,0.0,0.0,0.0,4.932,1.0,15.3475,49.87,15.71,76.45,0.9529,True,0.2,0.0,0.0,0.0,0.98356,0.166667
LZTBI-0067,tbi_moderate,5,5.0,1.0,1.0,0.0,0.0,0.0,3.231,1.0,38.95,73.05,29.83,100.75,0.9724,True,0.2,0.0,0.0,0.0,0.98923,0.166667
LZTBI-0067,tbi_moderate,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0068,sham,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0068,sham,5,5.0,2.0,1.0,0.0,0.0,0.0,4.2379999999999995,1.0,26.655,77.48,41.015,115.4,0.9515,True,0.2,0.0,0.0,0.0,0.9858733333333334,0.166667
LZTBI-0068,sham,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0069,tbi_high,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0069,tbi_high,5,5.0,1.0,0.0,0.0,0.0,0.0,0.556,0.0,8.91,16.1,34.95,49.24,0.9501,True,0.0,0.0,0.0,0.0,0.9981466666666666,0.0
LZTBI-0069,tbi_high,6,5.0,5.0,3.0,3.0,2.0,1.0,14.100000000000001,3.0,33.564,79.99,40.712,165.8,0.959,True,0.6,0.6,0.4,0.2,0.953,1.7
LZTBI-0070,tbi_high,4,5.0,1.0,1.0,0.0,0.0,0.0,0.906,1.0,30.67,61.44,52.92,100.35,0.9606,True,0.2,0.0,0.0,0.0,0.99698,0.166667
LZTBI-0070,tbi_high,5,5.0,1.0,0.0,0.0,0.0,0.0,0.225,0.0,12.07,30.41,34.71,34.75,0.9669,True,0.0,0.0,0.0,0.0,0.99925,0.0
LZTBI-0070,tbi_high,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0071,sham,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0071,sham,5,5.0,1.0,0.0,0.0,0.0,0.0,0.556,0.0,5.03,8.51,16.46,55.61,0.9592,True,0.0,0.0,0.0,0.0,0.9981466666666666,0.0
LZTBI-0071,sham,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0072,sham,4,5.0,1.0,0.0,0.0,0.0,0.0,0.431,0.0,14.77,31.08,16.54,80.3,0.9827,True,0.0,0.0,0.0,0.0,0.9985633333333334,0.0
LZTBI-0072,sham,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0072,sham,6,5.0,1.0,1.0,0.0,0.0,0.0,0.737,1.0,29.93,56.08,32.26,102.17,0.9563,True,0.2,0.0,0.0,0.0,0.9975433333333333,0.166667
LZTBI-0073,tbi_low,4,5.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,2.99,7.0,27.88,75.71,0.9725,True,0.0,0.0,0.0,0.0,0.9986666666666667,0.0
LZTBI-0073,tbi_low,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0073,tbi_low,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0074,tbi_low,4,5.0,2.0,2.0,0.0,0.0,0.0,4.981,1.0,26.78,65.2,39.32,110.41,0.95955,True,0.4,0.0,0.0,0.0,0.9833966666666667,0.266667
LZTBI-0074,tbi_low,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0074,tbi_low,6,5.0,2.0,1.0,0.0,0.0,0.0,2.787,1.0,19.785,37.33,26.535,112.46,0.9715,True,0.2,0.0,0.0,0.0,0.99071,0.166667
LZTBI-0075,sham,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0075,sham,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0075,sham,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0076,tbi_high,4,5.0,5.0,4.0,4.0,2.0,2.0,26.831,3.0,36.965999999999994,101.56,65.52799999999999,175.72,0.9593400000000001,True,0.8,0.8,0.4,0.4,0.9105633333333334,2.2
LZTBI-0076,tbi_high,5,5.0,1.0,1.0,1.0,1.0,0.0,4.4,2.0,62.84,102.21,72.5,99.99,0.9606,True,0.2,0.2,0.2,0.0,0.9853333333333333,0.633333
LZTBI-0076,tbi_high,6,5.0,5.0,5.0,4.0,1.0,3.0,21.944,3.0,45.384,112.9,68.922,166.52,0.96296,True,1.0,0.8,0.2,0.6,0.9268533333333333,2.3
LZTBI-0077,tbi_moderate,4,5.0,2.0,2.0,2.0,0.0,2.0,7.744,3.0,30.490000000000002,106.59,82.16,154.73,0.9531000000000001,True,0.4,0.4,0.0,0.4,0.9741866666666666,1.2
LZTBI-0077,tbi_moderate,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0077,tbi_moderate,6,5.0,2.0,1.0,1.0,0.0,1.0,9.106,3.0,29.985,94.55,36.980000000000004,123.76,0.9463999999999999,True,0.2,0.2,0.0,0.2,0.9696466666666667,0.7
LZTBI-0078,tbi_high,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0078,tbi_high,5,5.0,1.0,0.0,0.0,0.0,0.0,0.394,0.0,6.37,13.41,21.04,60.51,0.9843,True,0.0,0.0,0.0,0.0,0.9986866666666666,0.0
LZTBI-0078,tbi_high,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0079,tbi_low,4,5.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,13.64,26.75,26.22,37.86,0.9549,True,0.0,0.0,0.0,0.0,0.9983333333333333,0.0
LZTBI-0079,tbi_low,5,5.0,1.0,0.0,0.0,0.0,0.0,0.519,0.0,9.67,18.23,25.23,73.19,0.9486,True,0.0,0.0,0.0,0.0,0.99827,0.0
LZTBI-0079,tbi_low,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0080,tbi_low,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0080,tbi_low,5,5.0,2.0,1.0,0.0,0.0,0.0,1.331,1.0,21.43,41.66,27.66,86.32,0.9685999999999999,True,0.2,0.0,0.0,0.0,0.9955633333333334,0.166667
LZTBI-0080,tbi_low,6,5.0,1.0,1.0,0.0,0.0,0.0,2.788,1.0,33.85,75.87,18.07,86.18,0.9648,True,0.2,0.0,0.0,0.0,0.9907066666666666,0.166667
LZTBI-0081,sham,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0081,sham,5,5.0,1.0,0.0,0.0,0.0,0.0,0.569,0.0,8.67,16.04,28.4,75.11,0.961,True,0.0,0.0,0.0,0.0,0.9981033333333333,0.0
LZTBI-0081,sham,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0082,tbi_high,4,5.0,1.0,1.0,0.0,0.0,0.0,2.356,1.0,39.17,52.97,28.02,56.41,0.9789,True,0.2,0.0,0.0,0.0,0.9921466666666666,0.166667
LZTBI-0082,tbi_high,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0082,tbi_high,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0083,tbi_low,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0083,tbi_low,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0083,tbi_low,6,5.0,1.0,0.0,0.0,0.0,0.0,0.538,0.0,9.25,21.28,9.34,26.65,0.966,True,0.0,0.0,0.0,0.0,0.9982066666666667,0.0
LZTBI-0084,tbi_high,4,5.0,1.0,1.0,0.0,0.0,0.0,2.388,1.0,20.72,44.5,24.53,114.31,0.979,True,0.2,0.0,0.0,0.0,0.99204,0.166667
LZTBI-0084,tbi_high,5,5.0,1.0,1.0,0.0,0.0,0.0,2.488,1.0,39.93,83.66,23.19,83.34,0.9727,True,0.2,0.0,0.0,0.0,0.9917066666666666,0.166667
LZTBI-0084,tbi_high,6,5.0,1.0,0.0,0.0,0.0,0.0,0.475,0.0,14.67,22.07,14.78,73.44,0.9526,True,0.0,0.0,0.0,0.0,0.9984166666666666,0.0
LZTBI-0085,tbi_low,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0085,tbi_low,5,5.0,1.0,0.0,0.0,0.0,0.0,0.288,0.0,3.84,8.86,17.14,36.76,0.9707,True,0.0,0.0,0.0,0.0,0.99904,0.0
LZTBI-0085,tbi_low,6,5.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,52.58,68.8,76.36,116.79,0.9734,False,0.2,0.2,0.2,0.0,0.99,0.633333
LZTBI-0086,tbi_moderate,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0086,tbi_moderate,5,5.0,6.0,6.0,4.0,1.0,3.0,26.362000000000002,3.0,41.30166666666667,90.54,72.635,171.5,0.9568666666666666,True,1.2,0.8,0.2,0.6,0.9121266666666666,2.4
LZTBI-0086,tbi_moderate,6,5.0,5.0,3.0,3.0,1.0,2.0,8.976,3.0,30.668,107.73,52.186,154.05,0.9689,True,0.6,0.6,0.2,0.4,0.97008,1.7
LZTBI-0087,tbi_low,4,5.0,1.0,0.0,0.0,0.0,0.0,0.694,0.0,12.7,29.82,22.82,25.49,0.9473,True,0.0,0.0,0.0,0.0,0.9976866666666667,0.0
LZTBI-0087,tbi_low,5,5.0,1.0,0.0,0.0,0.0,0.0,0.619,0.0,4.28,10.37,23.8,52.16,0.9536,True,0.0,0.0,0.0,0.0,0.9979366666666667,0.0
LZTBI-0087,tbi_low,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0088,tbi_high,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0088,tbi_high,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0088,tbi_high,6,5.0,4.0,4.0,3.0,1.0,2.0,20.163,3.0,38.055,103.36,69.2375,172.23,0.9702,True,0.8,0.6,0.2,0.4,0.93279,1.8
LZTBI-0089,tbi_moderate,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0089,tbi_moderate,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0089,tbi_moderate,6,5.0,4.0,3.0,2.0,1.0,1.0,11.206000000000001,3.0,31.6875,109.72,52.275,148.28,0.963775,True,0.6,0.4,0.2,0.2,0.9626466666666667,1.3
LZTBI-0090,tbi_low,4,5.0,1.0,0.0,0.0,0.0,0.0,0.838,0.0,12.16,26.51,12.38,74.97,0.9802,True,0.0,0.0,0.0,0.0,0.9972066666666667,0.0
LZTBI-0090,tbi_low,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0090,tbi_low,6,5.0,1.0,1.0,0.0,0.0,0.0,2.775,1.0,31.01,59.75,26.61,95.98,0.9538,True,0.2,0.0,0.0,0.0,0.99075,0.166667
LZTBI-0091,tbi_high,4,5.0,1.0,0.0,0.0,0.0,0.0,0.787,0.0,7.07,11.04,17.55,43.08,0.9709,True,0.0,0.0,0.0,0.0,0.9973766666666667,0.0
LZTBI-0091,tbi_high,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0091,tbi_high,6,5.0,5.0,5.0,5.0,2.0,3.0,24.932,3.0,48.254000000000005,114.95,80.39,165.45,0.97362,True,1.0,1.0,0.4,0.6,0.9168933333333333,2.7
LZTBI-0092,sham,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0092,sham,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0092,sham,6,5.0,1.0,0.0,0.0,0.0,0.0,0.638,0.0,14.78,41.35,25.66,34.74,0.9633,True,0.0,0.0,0.0,0.0,0.9978733333333333,0.0
LZTBI-0093,tbi_high,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0093,tbi_high,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0093,tbi_high,6,5.0,3.0,2.0,2.0,2.0,0.0,12.725,2.0,36.050000000000004,87.53,48.803333333333335,122.07,0.9631666666666666,True,0.4,0.4,0.4,0.0,0.9575833333333333,1.133333
LZTBI-0094,tbi_high,4,5.0,3.0,3.0,3.0,1.0,2.0,15.905999999999999,3.0,26.646666666666665,116.63,57.75666666666666,134.13,0.9517666666666668,True,0.6,0.6,0.2,0.4,0.94698,1.7
LZTBI-0094,tbi_high,5,5.0,3.0,2.0,2.0,2.0,0.0,9.15,2.0,45.413333333333334,88.06,45.51666666666666,94.11,0.9664333333333334,True,0.4,0.4,0.4,0.0,0.9695,1.133333
LZTBI-0094,tbi_high,6,5.0,2.0,1.0,1.0,0.0,1.0,5.856,3.0,20.67,111.52,50.80500000000001,128.85,0.96055,True,0.2,0.2,0.0,0.2,0.98048,0.7
LZTBI-0095,tbi_moderate,4,5.0,3.0,3.0,1.0,1.0,0.0,5.613,2.0,45.14666666666667,116.8,40.233333333333334,122.33,0.9636999999999999,True,0.6,0.2,0.2,0.0,0.98129,0.833333
LZTBI-0095,tbi_moderate,5,5.0,1.0,1.0,1.0,0.0,1.0,4.538,3.0,47.6,116.03,100.13,138.25,0.9539,True,0.2,0.2,0.0,0.2,0.9848733333333334,0.7
LZTBI-0095,tbi_moderate,6,5.0,1.0,1.0,1.0,0.0,1.0,4.069,3.0,55.91,82.66,98.16,137.02,0.9637,True,0.2,0.2,0.0,0.2,0.9864366666666666,0.7
LZTBI-0096,tbi_low,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0096,tbi_low,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0096,tbi_low,6,5.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,6.34,14.36,10.2,84.77,0.9789,True,0.0,0.0,0.0,0.0,0.9986666666666667,0.0
LZTBI-0097,tbi_moderate,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0097,tbi_moderate,5,5.0,1.0,1.0,0.0,0.0,0.0,0.963,1.0,21.08,40.41,48.67,99.62,0.9564,True,0.2,0.0,0.0,0.0,0.99679,0.166667
LZTBI-0097,tbi_moderate,6,5.0,1.0,0.0,0.0,0.0,0.0,0.794,0.0,6.01,15.3,33.55,25.46,0.9753,True,0.0,0.0,0.0,0.0,0.9973533333333333,0.0
LZTBI-0098,sham,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0098,sham,5,5.0,1.0,0.0,0.0,0.0,0.0,0.787,0.0,11.28,20.44,34.3,85.69,0.951,True,0.0,0.0,0.0,0.0,0.9973766666666667,0.0
LZTBI-0098,sham,6,5.0,2.0,0.0,0.0,0.0,0.0,1.225,0.0,3.7350000000000003,11.43,25.82,85.41,0.95685,True,0.0,0.0,0.0,0.0,0.9959166666666667,0.0
LZTBI-0099,tbi_low,4,5.0,3.0,0.0,0.0,0.0,0.0,1.1440000000000001,0.0,6.4366666666666665,23.31,23.070000000000004,67.54,0.9674,True,0.0,0.0,0.0,0.0,0.9961866666666667,0.0
LZTBI-0099,tbi_low,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0099,tbi_low,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0100,tbi_moderate,4,5.0,2.0,2.0,0.0,0.0,0.0,3.6500000000000004,1.0,31.53,61.09,46.510000000000005,115.82,0.9694499999999999,True,0.4,0.0,0.0,0.0,0.9878333333333333,0.266667
LZTBI-0101,tbi_high,4,5.0,1.0,0.0,0.0,0.0,0.0,0.781,0.0,2.19,7.0,30.56,61.25,0.9676,True,0.0,0.0,0.0,0.0,0.9973966666666667,0.0
LZTBI-0101,tbi_high,5,5.0,3.0,3.0,3.0,1.0,2.0,18.381,3.0,48.97333333333333,116.8,60.35999999999999,144.0,0.9503666666666666,True,0.6,0.6,0.2,0.4,0.93873,1.7
LZTBI-0101,tbi_high,6,5.0,3.0,3.0,2.0,0.0,2.0,11.906,3.0,35.64666666666667,103.09,70.51333333333334,169.13,0.9631333333333333,True,0.6,0.4,0.0,0.4,0.9603133333333334,1.3
LZTBI-0102,tbi_low,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0102,tbi_low,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0102,tbi_low,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0103,sham,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0103,sham,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0103,sham,6,5.0,1.0,1.0,1.0,1.0,0.0,5.262,2.0,36.79,67.86,76.26,86.8,0.9584,False,0.2,0.2,0.2,0.0,0.98246,0.633333
LZTBI-0104,sham,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0104,sham,5,5.0,2.0,1.0,0.0,0.0,0.0,1.8690000000000002,1.0,13.690000000000001,40.91,29.34,106.54,0.97925,True,0.2,0.0,0.0,0.0,0.99377,0.166667
LZTBI-0104,sham,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0105,tbi_low,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0105,tbi_low,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0105,tbi_low,6,5.0,2.0,1.0,1.0,0.0,1.0,7.3,3.0,18.93,77.32,52.84,123.87,0.9662999999999999,True,0.2,0.2,0.0,0.2,0.9756666666666667,0.7
LZTBI-0106,sham,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0106,sham,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0106,sham,6,5.0,2.0,0.0,0.0,0.0,0.0,0.887,0.0,12.105,33.6,19.845,77.68,0.96855,True,0.0,0.0,0.0,0.0,0.9970433333333333,0.0
LZTBI-0107,sham,4,5.0,1.0,1.0,0.0,0.0,0.0,2.219,1.0,37.14,77.93,24.12,65.29,0.9625,True,0.2,0.0,0.0,0.0,0.9926033333333333,0.166667
LZTBI-0107,sham,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0107,sham,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0108,tbi_low,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0108,tbi_low,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0108,tbi_low,6,5.0,2.0,1.0,1.0,1.0,0.0,7.093999999999999,2.0,32.835,92.23,49.115,142.84,0.9695499999999999,False,0.2,0.2,0.2,0.0,0.9763533333333333,0.633333
LZTBI-0109,tbi_low,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0109,tbi_low,5,5.0,1.0,1.0,0.0,0.0,0.0,1.731,1.0,40.42,56.24,43.94,110.82,0.9661,True,0.2,0.0,0.0,0.0,0.99423,0.166667
LZTBI-0109,tbi_low,6,5.0,1.0,0.0,0.0,0.0,0.0,0.456,0.0,2.0,7.0,30.07,35.1,0.946,True,0.0,0.0,0.0,0.0,0.99848,0.0
LZTBI-0110,tbi_moderate,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0110,tbi_moderate,5,5.0,1.0,1.0,1.0,1.0,0.0,7.4,2.0,50.25,82.97,44.49,141.34,0.9546,False,0.2,0.2,0.2,0.0,0.9753333333333334,0.633333
LZTBI-0110,tbi_moderate,6,5.0,1.0,0.0,0.0,0.0,0.0,0.456,0.0,7.44,18.06,17.05,73.12,0.9636,True,0.0,0.0,0.0,0.0,0.99848,0.0
LZTBI-0111,tbi_moderate,4,5.0,1.0,0.0,0.0,0.0,0.0,0.313,0.0,8.89,15.93,20.8,86.41,0.9567,True,0.0,0.0,0.0,0.0,0.9989566666666667,0.0
LZTBI-0111,tbi_moderate,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0111,tbi_moderate,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0112,sham,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0112,sham,5,5.0,1.0,1.0,0.0,0.0,0.0,2.669,1.0,26.39,50.63,27.46,81.58,0.9565,True,0.2,0.0,0.0,0.0,0.9911033333333333,0.166667
LZTBI-0112,sham,6,5.0,1.0,0.0,0.0,0.0,0.0,0.694,0.0,7.26,18.52,17.93,71.93,0.9754,True,0.0,0.0,0.0,0.0,0.9976866666666667,0.0
LZTBI-0113,tbi_high,4,5.0,1.0,1.0,0.0,0.0,0.0,3.056,1.0,35.43,59.83,25.61,56.89,0.9536,True,0.2,0.0,0.0,0.0,0.9898133333333333,0.166667
LZTBI-0113,tbi_high,5,5.0,2.0,1.0,0.0,0.0,0.0,1.7690000000000001,1.0,21.505,65.7,35.685,117.02,0.9681,True,0.2,0.0,0.0,0.0,0.9941033333333333,0.166667
LZTBI-0113,tbi_high,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0114,tbi_moderate,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,0.0,0.0,0.0,0.0,1.0,0.0
LZTBI-0114,tbi_moderate,5,5.0,3.0,3.0,3.0,2.0,1.0,16.731,3.0,45.086666666666666,88.22,63.876666666666665,138.12,0.9705,True,0.6,0.6,0.4,0.2,0.94423,1.7
LZTBI-0114,tbi_moderate,6,5.0,3.0,1.0,1.0,1.0,0.0,4.288,2.0,25.036666666666665,62.48,24.25333333333333,109.68,0.9667,True,0.2,0.2,0.2,0.0,0.9857066666666666,0.633333
LZTBI-0115,sham,4,5.0,1.0,0.0,0.0,0.0,0.0,0.387,0.0,2.0,7.0,29.73,57.11,0.9573,True,0.0,0.0,0.0,0.0,0.99871,0.0
